src_ip,dst_ip,src_mac,dst_mac,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
10.0.0.3,10.0.0.2,00:00:00:00:00:03,12:9a:cf:dc:c7:89,0,0,1,2025-10-20 22:57:11,10214123.010635376,529.2671719707159,1.4685548611840065,0.39161462964906835,1.0769402315349381,4,11,392,5014,98.0,98.0,98.0,0.0,590.0,98.0,426.0,231.93102422918759,590,98,344.0,246.0,60516.0,0,96,8,4,729580.215045384,3878436.803817749,13.113021850585938,1147945.3381811252,10214123.010635376,3878453.9699554443,2677953.004837036,3404707.670211792,521734.6494289021,6335673.093795776,2677955.150604248,988.9602661132812,633567.3093795776,827327.5049089743,0,0,0,0,0,0,0,0,0,0,0,3.0,344.0,0,0,2677920.8183288574,988.9602661132812,845386.1713409424,1059072.1609039754,3878419.6376800537,13451.337814331055,1157627.1057128906,1400722.5432386708,0.0,0.0,3956.0,8.0,0.0,3825.2381396331034,98.0,426.0,0,4,11,392,5014
10.0.0.3,10.0.0.2,00:00:00:00:00:03,12:9a:cf:dc:c7:89,0,0,1,2025-10-20 22:57:11,10214143.03779602,538.8606738356033,1.5664554471965213,0.3916138617991303,1.174841585397391,4,12,392,5112,98.0,98.0,98.0,0.0,590.0,98.0,426.0,231.93102422918759,590,98,344.0,246.0,60516.0,0,96,8,4,680942.8691864014,3878436.803817749,13.113021850585938,1123852.6946442823,10214123.010635376,3878453.9699554443,2677953.004837036,3404707.670211792,521734.6494289021,10214129.92477417,3878456.8309783936,988.9602661132812,928557.2658885609,1221653.3577796782,0,0,0,0,0,0,0,0,0,0,0,3.0,344.0,0,0,2677920.8183288574,988.9602661132812,845386.1713409424,1059072.1609039754,3878419.6376800537,13451.337814331055,1157627.1057128906,1400722.5432386708,0.0,0.0,3956.0,8.0,0.0,3825.2381396331034,98.0,426.0,0,4,12,392,5112
10.0.0.1,10.0.0.2,00:00:00:00:00:01,12:9a:cf:dc:c7:89,0,0,1,2025-10-20 22:57:10,12169158.935546875,460.344057438202,1.396974112183048,0.41087473887736703,0.9860993733056809,5,12,490,5112,98.0,98.0,98.0,0.0,590.0,98.0,400.7692307692308,239.3600936619758,590,98,316.6666666666667,244.476765539977,59768.88888888889,0,104,8,5,760572.4334716797,4555253.982543945,10.013580322265625,1325748.263352966,12169158.935546875,4555270.9102630615,1000506.8778991699,3042289.7338867188,1312236.3060989063,9243301.86843872,4555274.963378906,905.9906005859375,840300.1698580656,1383336.7159112163,0,0,0,0,0,0,0,0,0,0,0,2.6,316.6666666666667,0,0,4555233.001708984,905.9906005859375,1515712.4042510986,1795641.4954780403,4555237.054824829,34007.07244873047,1500371.013368879,1561439.9787951729,0.0,0.0,3400.0,7.0,0.0,4927.300871257353,98.0,400.7692307692308,0,5,12,490,5112
10.0.0.1,10.0.0.2,00:00:00:00:00:01,12:9a:cf:dc:c7:89,0,0,1,2025-10-20 22:57:10,12169174.909591675,468.3965874717843,1.4791471183319505,0.41087419953665294,1.0682729187952975,5,13,490,5210,98.0,98.0,98.0,0.0,590.0,98.0,400.7692307692308,239.3600936619758,590,98,316.6666666666667,244.476765539977,59768.88888888889,0,104,8,5,715833.818211275,4555253.982543945,10.013580322265625,1298554.7443597876,12169158.935546875,4555270.9102630615,1000506.8778991699,3042289.7338867188,1312236.3060989063,12169164.896011353,4555274.963378906,905.9906005859375,1014097.0746676127,1444441.449992878,0,0,0,0,0,0,0,0,0,0,0,2.6,316.6666666666667,0,0,4555233.001708984,905.9906005859375,1515712.4042510986,1795641.4954780403,4555237.054824829,34007.07244873047,1500371.013368879,1561439.9787951729,0.0,0.0,3400.0,7.0,0.0,4927.300871257353,98.0,400.7692307692308,0,5,13,490,5210
10.0.0.1,10.0.0.2,00:00:00:00:00:01,12:9a:cf:dc:c7:89,34307,5001,17,2025-10-20 22:57:10,2089184.9994659424,13027.089514311665,8.61579994332782,8.61579994332782,0.0,18,0,27216,0,1512.0,1512.0,1512.0,0.0,0.0,0.0,0.0,0.0,1512,1512,1512.0,0.0,0.0,0,0,8,18,122893.2352627025,250764.1315460205,23.84185791015625,64498.33879162379,2089184.9994659424,250764.1315460205,23.84185791015625,122893.2352627025,64498.33879162379,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1512.0,0,0,232445.24002075195,125.16975402832031,116494.23837661743,114445.03919069805,229431.8675994873,112000.2269744873,141748.33297729492,44548.00404582953,26460.0,18.0,0.0,0.0,12665.225916691898,0.0,1512.0,0.0,0,18,0,27216,0
10.0.0.1,10.0.0.2,00:00:00:00:00:01,12:9a:cf:dc:c7:89,57900,80,6,2025-10-20 22:57:12,2991.914749145508,343592.67766355886,3342.34122240816,2005.404733444896,1336.936488963264,6,4,492,536,154.0,66.0,82.0,32.331615074619044,330.0,66.0,134.0,113.20777358467925,330,66,102.8,80.01599840031992,6402.5599999999995,0,80,20,1,332.4349721272786,1544.952392578125,6.9141387939453125,488.0445720300123,2991.914749145508,1544.952392578125,23.84185791015625,598.3829498291016,597.3433004849632,2964.9734497070312,1564.9795532226562,283.95652770996094,988.3244832356771,530.7151990932599,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,102.8,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,134.0,0,6,4,492,536
10.0.0.3,10.0.0.2,00:00:00:00:00:03,12:9a:cf:dc:c7:89,41570,80,6,2025-10-20 22:57:12,2816.915512084961,367778.158611934,3549.982225983919,2129.9893355903514,1419.9928903935674,6,4,492,544,154.0,66.0,82.0,32.331615074619044,338.0,66.0,136.0,116.67047612828192,338,66,103.6,82.29119029397982,6771.839999999999,0,80,20,1,312.9906124538845,1424.0741729736328,8.106231689453125,489.00826284903167,2816.915512084961,1424.0741729736328,26.941299438476562,563.3831024169922,573.6619946207715,2789.9742126464844,1446.0086822509766,91.07589721679688,929.9914042154948,598.4191188405251,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,103.6,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,136.0,0,6,4,492,544
10.0.0.1,10.0.0.2,00:00:00:00:00:01,12:9a:cf:dc:c7:89,57906,80,6,2025-10-20 22:57:12,3457.784652709961,302216.62276770326,2892.0250982555335,1735.21505895332,1156.8100393022132,6,4,476,569,138.0,66.0,79.33333333333333,26.398653164297777,363.0,66.0,142.25,127.49191150814235,363,66,104.5,88.71217503815359,7869.85,0,80,20,1,384.1982947455512,1862.0491027832031,8.821487426757812,653.8642570719754,3457.784652709961,1862.0491027832031,29.802322387695312,691.5569305419922,791.8614124128305,3422.0218658447266,1890.8977508544922,117.06352233886719,1140.6739552815754,749.5230295250783,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,104.5,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.33333333333333,142.25,0,6,4,476,569
10.0.0.3,10.0.0.2,00:00:00:00:00:03,12:9a:cf:dc:c7:89,41576,80,6,2025-10-20 22:57:12,3078.937530517578,349146.414743689,3247.8736255226886,1948.7241753136132,1299.1494502090754,6,4,486,589,148.0,66.0,81.0,30.105370506494907,383.0,66.0,147.25,136.14950422238047,383,66,107.5,94.93076424426383,9011.85,0,80,20,1,342.10417005750867,1537.7998352050781,9.059906005859375,521.0780386308512,3078.937530517578,1537.7998352050781,29.087066650390625,615.7875061035156,607.188088119213,3051.0425567626953,1564.9795532226562,105.14259338378906,1017.0141855875651,649.1542151331851,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,107.5,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,147.25,0,6,4,486,589
10.0.0.6,10.0.0.2,00:00:00:00:00:06,12:9a:cf:dc:c7:89,0,0,1,2025-10-20 22:57:13,9865427.017211914,488.1694417887507,1.4190972145021823,0.4054563470006235,1.0136408675015587,4,10,392,4424,98.0,98.0,98.0,0.0,590.0,98.0,411.09090909090907,236.67448091705066,590,98,327.6,245.45272457237058,60247.040000000015,0,88,8,4,758879.0013239934,4953232.049942017,15.974044799804688,1431746.4657324387,9865427.017211914,4953248.023986816,984934.0915679932,3288475.672403971,1681843.9211646677,4912146.806716919,2908125.877380371,7899.999618530273,545794.0896352133,876857.5447352864,0,0,0,0,0,0,0,0,0,0,0,2.75,327.6,0,0,2908093.9292907715,48.160552978515625,828409.0161323547,1205131.7759150038,4953216.075897217,7851.839065551758,1033346.4741706848,1607320.0813116538,0.0,0.0,2844.0,6.0,0.0,4092.298706297665,98.0,411.09090909090907,0,4,10,392,4424
10.0.0.6,10.0.0.2,00:00:00:00:00:06,12:9a:cf:dc:c7:89,0,0,1,2025-10-20 22:57:13,9865456.104278564,498.1016536953461,1.5204568183618623,0.4054551515631633,1.115001666798699,4,11,392,4522,98.0,98.0,98.0,0.0,590.0,98.0,411.09090909090907,236.67448091705066,590,98,327.6,245.45272457237058,60247.040000000015,0,88,8,4,704675.4360198975,4953232.049942017,15.974044799804688,1393438.5544213536,9865427.017211914,4953248.023986816,984934.0915679932,3288475.672403971,1681843.9211646677,9865407.943725586,4953261.137008667,7899.999618530273,986540.7943725586,1562149.2111878216,0,0,0,0,0,0,0,0,0,0,0,2.75,327.6,0,0,2908093.9292907715,48.160552978515625,828409.0161323547,1205131.7759150038,4953216.075897217,7851.839065551758,1033346.4741706848,1607320.0813116538,0.0,0.0,2844.0,6.0,0.0,4092.298706297665,98.0,411.09090909090907,0,4,11,392,4522
10.0.0.1,10.0.0.2,00:00:00:00:00:01,12:9a:cf:dc:c7:89,57916,80,6,2025-10-20 22:57:13,3937.0059967041016,273050.13020044815,2540.0012111669594,1524.0007267001756,1016.0004844667837,6,4,486,589,148.0,66.0,81.0,30.105370506494907,383.0,66.0,147.25,136.14950422238047,383,66,107.5,94.93076424426383,9011.85,0,80,20,1,437.44511074490015,2715.8260345458984,8.106231689453125,856.3294987536905,3937.0059967041016,2715.8260345458984,26.226043701171875,787.4011993408203,1043.8427145944738,3901.958465576172,2745.8667755126953,100.13580322265625,1300.6528218587239,1093.886202777073,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,107.5,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,147.25,0,6,4,486,589
10.0.0.6,10.0.0.2,00:00:00:00:00:06,12:9a:cf:dc:c7:89,58698,80,6,2025-10-20 22:57:13,4075.0503540039062,253493.80014041657,2453.957406974023,1472.3744441844137,981.5829627896092,6,4,489,544,151.0,66.0,81.5,31.218317272609895,338.0,66.0,136.0,116.67047612828192,338,66,103.3,82.11217936457416,6742.409999999999,0,80,20,1,452.7833726671007,2889.871597290039,8.106231689453125,910.1213464261683,4075.0503540039062,2889.871597290039,24.080276489257812,815.0100708007812,1111.4715102331575,4051.9237518310547,2910.8524322509766,90.12222290039062,1350.6412506103516,1170.8946063676983,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,103.3,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5,136.0,0,6,4,489,544
10.0.0.3,10.0.0.2,00:00:00:00:00:03,12:9a:cf:dc:c7:89,41582,80,6,2025-10-20 22:57:13,5774.974822998047,40478444.870283216,5194.82784245727,2077.931136982908,3116.896705474362,12,18,886,232876,152.0,66.0,73.83333333333333,23.670774291424344,56538.0,66.0,12937.555555555555,12677.144150102149,56538,66,7792.066666666667,11667.917477520237,136140298.26222223,0,360,20,1,199.1370628620016,2072.8111267089844,0.95367431640625,497.0241698224927,5772.113800048828,2072.8111267089844,1.9073486328125,524.7376181862571,705.6930902081872,5753.993988037109,2098.08349609375,0.95367431640625,338.4702345904182,618.5478227987257,0,0,0,0,1,0,0,0,0,0,0,1.5,7792.066666666667,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231680.0,16.0,0.0,64752205.68534684,73.83333333333333,12937.555555555555,0,12,18,886,232876
10.0.0.1,10.0.0.2,00:00:00:00:00:01,12:9a:cf:dc:c7:89,57924,80,6,2025-10-20 22:57:13,3149.9862670898438,331747.47805025737,3174.6170148349984,1904.770208900999,1269.8468059339993,6,4,476,569,138.0,66.0,79.33333333333333,26.398653164297777,363.0,66.0,142.25,127.49191150814235,363,66,104.5,88.71217503815359,7869.85,0,80,20,1,349.99847412109375,1626.9683837890625,6.9141387939453125,542.2139626913923,3149.9862670898438,1626.9683837890625,22.88818359375,629.9972534179688,628.4519932063722,3105.8788299560547,1650.8102416992188,95.12901306152344,1035.2929433186848,675.3184917629859,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,104.5,42340,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.33333333333333,142.25,0,6,4,476,569
10.0.0.3,10.0.0.2,00:00:00:00:00:03,12:9a:cf:dc:c7:89,41588,80,6,2025-10-20 22:57:14,73103.9047241211,13641610.578305393,793.3912725849585,355.6581566760159,437.7331159089427,26,32,1807,995448,149.0,66.0,69.5,15.974137752100328,65226.0,66.0,31107.75,22258.788263009737,65226,66,17194.05172413793,22619.011933374815,511619700.84215224,0,640,20,1,1282.524644282826,14070.03402709961,0.0,2724.37608328778,73093.89114379883,14077.901840209961,2.1457672119140625,2923.755645751953,3488.8817970236482,73070.04928588867,14077.186584472656,0.0,2357.0983640609247,3339.8874777826477,0,0,0,0,1,0,0,0,0,0,0,1.2307692307692308,17194.05172413793,42340,85,14062.881469726562,7.8678131103515625,7631.123065948486,5159.398707797004,14062.166213989258,6445.884704589844,9889.90068435669,2738.3798906293523,0.0,0.0,993328.0,30.0,0.0,14123643.945069138,69.5,31107.75,0,26,32,1807,995448
10.0.0.6,10.0.0.2,00:00:00:00:00:06,12:9a:cf:dc:c7:89,0,0,1,2025-10-20 22:57:13,10867726.08757019,461.1820319737728,1.472249104465356,0.46007784514542377,1.0121712593199323,5,11,490,4522,98.0,98.0,98.0,0.0,590.0,98.0,385.0,242.55927110708427,590,98,300.5882352941176,242.13925473809718,58631.41868512112,0,96,8,5,724515.0725046793,4953232.049942017,15.974044799804688,1348234.7079594696,10867726.08757019,4953248.023986816,984934.0915679932,2716931.5218925476,1761089.8271582809,9865407.943725586,4953261.137008667,7899.999618530273,986540.7943725586,1562149.2111878216,0,0,0,0,0,0,0,0,0,0,0,2.4,300.5882352941176,0,0,4953202.962875366,48.160552978515625,1653367.805480957,1970812.546730431,4953216.075897217,7851.839065551758,1029890.2988433838,1515427.4351537446,0.0,0.0,2844.0,6.0,0.0,4092.298706297665,98.0,385.0,0,5,11,490,4522
10.0.0.6,10.0.0.2,00:00:00:00:00:06,12:9a:cf:dc:c7:89,0,0,1,2025-10-20 22:57:13,10867779.970169067,470.1972264829084,1.5642569178492058,0.46007556407329586,1.10418135377591,5,12,490,4620,98.0,98.0,98.0,0.0,590.0,98.0,385.0,242.55927110708427,590,98,300.5882352941176,242.13925473809718,58631.41868512112,0,96,8,5,679236.2481355667,4953232.049942017,15.974044799804688,1317148.7596532637,10867726.08757019,4953248.023986816,984934.0915679932,2716931.5218925476,1761089.8271582809,10867731.809616089,4953261.137008667,7899.999618530273,987975.619056008,1489457.7426809117,0,0,0,0,0,0,0,0,0,0,0,2.4,300.5882352941176,0,0,4953202.962875366,48.160552978515625,1653367.805480957,1970812.546730431,4953216.075897217,7851.839065551758,1029890.2988433838,1515427.4351537446,0.0,0.0,2844.0,6.0,0.0,4092.298706297665,98.0,385.0,0,5,12,490,4620
